ID,ScheduleDate,CompletedDate,UtilityID,TrafficLightID,TechnicianId
908,6/4/1998,error: Field 'ScheduledDate' not found,,33,44
909,6/8/1998,error: Field 'ScheduledDate' not found,523,,14
910,8/6/2000,error: Field 'ScheduledDate' not found,674,,15
911,8/19/2002,error: Field 'ScheduledDate' not found,584,,45
912,3/6/2021,error: Field 'ScheduledDate' not found,918,,5
913,7/27/2013,error: Field 'ScheduledDate' not found,,494,45
914,12/20/1997,error: Field 'ScheduledDate' not found,772,,13
915,3/22/2021,error: Field 'ScheduledDate' not found,,497,47
916,11/13/2012,error: Field 'ScheduledDate' not found,907,,41
917,7/29/2010,error: Field 'ScheduledDate' not found,,783,22
918,8/26/2002,error: Field 'ScheduledDate' not found,450,,5
919,9/19/2011,error: Field 'ScheduledDate' not found,911,,10
920,2/4/1998,error: Field 'ScheduledDate' not found,202,,40
921,12/8/1998,error: Field 'ScheduledDate' not found,737,,22
922,10/4/2017,error: Field 'ScheduledDate' not found,559,,17
923,10/22/2018,error: Field 'ScheduledDate' not found,559,,38
924,9/29/2023,error: Field 'ScheduledDate' not found,115,,44
925,9/28/2019,error: Field 'ScheduledDate' not found,34,,42
926,9/22/2004,error: Field 'ScheduledDate' not found,91,,46
927,3/2/2003,error: Field 'ScheduledDate' not found,568,,24
928,12/18/2016,error: Field 'ScheduledDate' not found,,886,33
929,8/5/2011,error: Field 'ScheduledDate' not found,379,,40
930,3/26/2017,error: Field 'ScheduledDate' not found,494,,28
931,6/3/1999,error: Field 'ScheduledDate' not found,21,,4
932,10/5/2023,error: Field 'ScheduledDate' not found,,167,42
933,9/11/2000,error: Field 'ScheduledDate' not found,,661,13
934,1/25/2001,error: Field 'ScheduledDate' not found,339,,8
935,9/13/1998,error: Field 'ScheduledDate' not found,438,,46
936,8/21/2004,error: Field 'ScheduledDate' not found,607,,17
937,3/5/2015,error: Field 'ScheduledDate' not found,972,,20
938,1/24/2015,error: Field 'ScheduledDate' not found,524,,45
939,1/16/2020,error: Field 'ScheduledDate' not found,,66,19
940,10/2/2014,error: Field 'ScheduledDate' not found,496,,8
941,4/13/2004,error: Field 'ScheduledDate' not found,,483,43
942,1/1/1999,error: Field 'ScheduledDate' not found,631,,10
943,7/30/2020,error: Field 'ScheduledDate' not found,,843,38
944,3/2/2017,error: Field 'ScheduledDate' not found,,750,33
945,9/15/2016,error: Field 'ScheduledDate' not found,,294,46
946,7/23/1997,error: Field 'ScheduledDate' not found,85,,14
947,1/19/2015,error: Field 'ScheduledDate' not found,734,,21
948,10/12/2010,error: Field 'ScheduledDate' not found,,155,16
949,3/30/2019,error: Field 'ScheduledDate' not found,329,,49
950,1/21/1999,error: Field 'ScheduledDate' not found,994,,10
951,11/20/2008,error: Field 'ScheduledDate' not found,908,,15
952,11/20/2005,error: Field 'ScheduledDate' not found,793,,34
953,12/24/1999,error: Field 'ScheduledDate' not found,112,,17
954,11/14/1998,error: Field 'ScheduledDate' not found,,255,4
955,1/21/2012,error: Field 'ScheduledDate' not found,939,,23
956,6/23/1999,error: Field 'ScheduledDate' not found,,722,23
957,6/9/2001,error: Field 'ScheduledDate' not found,375,,39
958,7/6/2005,error: Field 'ScheduledDate' not found,589,,16
959,8/6/1998,error: Field 'ScheduledDate' not found,161,,12
960,1/9/1999,error: Field 'ScheduledDate' not found,,87,45
961,9/20/2021,error: Field 'ScheduledDate' not found,151,,8
962,5/24/2000,error: Field 'ScheduledDate' not found,259,,46
963,6/20/2002,error: Field 'ScheduledDate' not found,905,,42
964,3/11/2021,error: Field 'ScheduledDate' not found,871,,13
965,4/11/2014,error: Field 'ScheduledDate' not found,791,,41
966,7/31/2001,error: Field 'ScheduledDate' not found,877,,11
967,11/30/2015,error: Field 'ScheduledDate' not found,999,,49
968,3/11/2019,error: Field 'ScheduledDate' not found,,670,34
969,12/10/2016,error: Field 'ScheduledDate' not found,,616,11
970,4/8/2014,error: Field 'ScheduledDate' not found,859,,25
971,1/9/2000,error: Field 'ScheduledDate' not found,454,,5
972,6/11/2023,error: Field 'ScheduledDate' not found,644,,38
973,7/24/2022,error: Field 'ScheduledDate' not found,176,,11
974,9/27/2014,error: Field 'ScheduledDate' not found,362,,15
975,10/14/2000,error: Field 'ScheduledDate' not found,258,,21
976,9/24/2001,error: Field 'ScheduledDate' not found,563,,19
977,12/7/2023,error: Field 'ScheduledDate' not found,553,,34
978,7/31/2008,error: Field 'ScheduledDate' not found,126,,50
979,1/9/2018,error: Field 'ScheduledDate' not found,,366,35
980,7/9/2002,error: Field 'ScheduledDate' not found,615,,23
981,11/8/1998,error: Field 'ScheduledDate' not found,317,,7
982,2/12/2024,error: Field 'ScheduledDate' not found,315,,40
983,8/26/2001,error: Field 'ScheduledDate' not found,636,,4
984,11/17/2003,error: Field 'ScheduledDate' not found,,946,46
985,1/22/1998,error: Field 'ScheduledDate' not found,689,,37
986,2/28/2014,error: Field 'ScheduledDate' not found,164,,31
987,3/22/1998,error: Field 'ScheduledDate' not found,,339,45
988,7/23/2022,error: Field 'ScheduledDate' not found,,719,47
989,2/20/2000,error: Field 'ScheduledDate' not found,,268,13
990,5/25/2014,error: Field 'ScheduledDate' not found,438,,19
991,11/10/2014,error: Field 'ScheduledDate' not found,974,,50
992,7/17/2016,error: Field 'ScheduledDate' not found,281,,20
993,4/4/2011,error: Field 'ScheduledDate' not found,546,,39
994,2/7/2020,error: Field 'ScheduledDate' not found,750,,24
995,7/9/2009,error: Field 'ScheduledDate' not found,236,,1
996,11/6/2005,error: Field 'ScheduledDate' not found,,850,9
997,11/30/1999,error: Field 'ScheduledDate' not found,339,,2
998,1/14/1998,error: Field 'ScheduledDate' not found,647,,15
999,9/6/2012,error: Field 'ScheduledDate' not found,282,,11
1000,8/28/2017,error: Field 'ScheduledDate' not found,474,,17
